id,r,theta,phi,acc_x,acc_y,acc_z,abs_a,g_x,g_y,g_z,abs_g,delta_r,delta_theta,delta_phi,delta_acc_x,delta_acc_y,delta_acc_z,delta_abs_acc,delta_g_x,delta_g_y,delta_g_z,delta_abs_g,label
15000000,962.256,2.928,-175.333,-49,-4,961,962.256,-1890,-3430,-3430,5205,-63.081,-4.81,3.006,89,0,965,-63.081,-5530,350,3570,-3543,swipe left
15000000,2808.996,45.352,-2.179,1997,-76,1974,2808.996,21420,45570,85190,34682,1846.74,42.424,173.154,2046,-72,1978,1846.74,23310,49000,88620,29477,swipe left
15000000,3191.431,117.73,135.014,-1998,1997,-1485,3191.431,-82740,66570,-364980,52478,382.435,72.378,137.193,-3995,2073,-1409,382.435,-104160,21000,-450170,17796,swipe left
15000000,1413.948,17.433,25.294,383,181,1349,1413.948,-38080,-37660,42280,18999,-1777.483,-100.297,-109.72,2381,-1816,-648,-1777.483,44660,-104230,407260,-33479,swipe left
16000000,970.902,29.02,164.104,-453,129,849,970.902,19810,8400,-45220,50078,-7.517,20.258,-4.284,-307,99,819,-7.517,19040,13720,-45220,44703,swipe left
16000000,3460.06,54.728,135.014,-1998,1997,1998,3460.06,-106260,-96740,677390,52589,2489.158,25.708,-29.09,-1545,1868,1869,2489.158,-126070,-105140,722610,2511,swipe left
16000000,2826.556,45.019,-2.78,1997,-97,1998,2826.556,69510,39130,-126560,30089,-633.504,-9.709,-137.794,3995,-2094,1,-633.504,175770,135870,-803950,-22500,swipe left
16000000,953.77,18.017,179.611,-295,2,907,953.77,5810,1610,-17150,18178,-1872.786,-27.002,182.391,-2292,99,1004,-1872.786,-63700,-37520,109410,-11911,swipe left
17000000,946.926,2.534,-139.844,-32,-27,946,946.926,13230,-14560,-5250,20361,-26.066,-6.839,28.137,123,6,979,-26.066,28140,7280,13650,-12142,swipe left
17000000,2537.254,55.776,17.934,1996,646,1427,2537.254,-50190,-15610,315910,61462,1590.328,53.242,157.778,2028,673,1454,1590.328,-63420,-1050,321160,41101,swipe left
17000000,1747.904,80.715,42.392,1274,1163,282,1747.904,115850,99610,-604240,43615,-789.35,24.939,24.458,-722,517,-364,-789.35,166040,115220,-920150,-17847,swipe left
17000000,1311.378,35.395,171.901,-752,107,1069,1311.378,-6860,-35910,65100,35771,-436.526,-45.32,129.509,-2026,-1056,-94,-436.526,-122710,-135520,669340,-7844,swipe left
18000000,993.201,5.272,-34.734,75,-52,989,993.201,3990,7420,-1330,8529,21.561,-6.267,133.088,265,-11,1030,21.561,4130,14980,10500,-5511,swipe left
18000000,1653.223,41.822,100.769,-206,1083,1232,1653.223,-71470,-130830,377720,41086,660.022,36.55,135.503,-281,1135,1284,660.022,-75460,-138250,379050,32557,swipe left
18000000,2403.493,56.316,3.124,1997,109,1333,2403.493,94010,135660,-270060,37278,750.27,14.494,-97.645,2203,-974,250,750.27,165480,266490,-647780,-3808,swipe left
18000000,1082.227,41.061,174.834,-708,64,816,1082.227,-7700,-8890,22400,25299,-1321.266,-15.255,171.71,-2705,-45,707,-1321.266,-101710,-144550,292460,-11979,swipe left
19000000,1092.72,5.865,-160.104,-105,-38,1087,1092.72,-5390,1890,-11550,12885,125.853,-1.9,2.986,20,0,1125,125.853,420,7840,-11340,4567,swipe left
19000000,2582.505,50.72,-2.58,1997,-90,1635,2582.505,-7280,35700,132790,42199,1489.785,44.855,157.524,2102,-52,1673,1489.785,-1890,33810,144340,29314,swipe left
19000000,2822.154,91.36,135.086,-1998,1992,-67,2822.154,-90860,48580,-324240,63859,239.649,40.64,137.666,-3995,2082,23,239.649,-83580,12880,-457030,21660,swipe left
19000000,1742.721,38.44,-6.252,1077,-118,1365,1742.721,3150,-11480,-45710,47234,-1079.433,-52.92,-141.338,3075,-2110,-627,-1079.433,94010,-60060,278530,-16625,swipe left
