id,r,theta,phi,acc_x,acc_y,acc_z,abs_a,g_x,g_y,g_z,abs_g,delta_r,delta_theta,delta_phi,delta_acc_x,delta_acc_y,delta_acc_z,delta_abs_acc,delta_g_x,delta_g_y,delta_g_z,delta_abs_g,label
14000000,952.509,31.401,-178.037,1998,-9,1998,2825.613,107660,91840,-249060,21254,-1873.104,-13.599,-178.295,2173,-1526,481,1067.12,227920,203490,-747390,1682,swipe left
15000000,1514.773,37.484,-10.627,-162,-18,1007,1020.106,1120,-6160,1260,6386,494.667,28.29,163.032,-38,-3,1022,13.328,420,-2030,6440,-275,swipe left
15000000,2885.031,78.28,135.014,906,-170,1202,1514.773,12180,19600,-22610,32306,1370.258,40.796,145.641,1068,-152,1220,494.667,11060,25760,-23870,25920,swipe left
15000000,2820.037,44.886,-2.649,-1998,1997,586,2885.031,-117250,-169330,497630,47885,-64.994,-33.394,-137.663,-2904,2167,756,1370.258,-129430,-188930,520240,15579,swipe left
15000000,885.314,19.603,179.228,1988,-92,1998,2820.037,67550,45570,-126350,33602,-1934.723,-25.283,181.877,3986,-2089,1,-64.994,184800,214900,-623980,-14283,swipe left
16000000,1068.416,10.359,177.912,-121,-25,991,998.672,9380,-14630,-1610,17453,69.744,3.253,346.238,-73,-5,1011,11.302,18200,-9450,-5390,6549,swipe left
16000000,2836.028,45.21,-6.934,-192,7,1051,1068.416,12670,-7350,6300,15944,1767.612,34.851,-184.846,-71,32,1076,69.744,3290,7280,7910,-1509,swipe left
16000000,2825.446,88.864,135.014,1998,-243,1998,2836.028,-38080,73500,140980,30949,-10.582,43.654,141.948,2190,-250,1991,1767.612,-50750,80850,134680,15005,swipe left
16000000,1359.757,9.527,22.463,-1998,1997,56,2825.446,2870,43470,-269850,41260,-1465.689,-79.337,-112.551,-3996,2240,299,-10.582,40950,-30030,-410830,10311,swipe left
17000000,1000.664,5.534,-169.854,-108,-8,981,986.959,-2310,-5180,-7000,9009,13.705,-0.765,5.909,41,-3,986,-32.995,420,2520,-5950,773,swipe left
17000000,2832.953,45.148,-5.829,-95,-17,996,1000.664,910,-7770,6860,10404,1832.289,39.614,164.025,13,-9,1004,13.705,3220,-2590,13860,1395,swipe left
17000000,2879.088,78.865,135.014,1998,-204,1998,2832.953,16450,117040,50610,60377,46.135,33.717,140.843,2093,-187,2015,1832.289,15540,124810,43750,49973,swipe left
17000000,1678.386,21.275,0.188,-1998,1997,556,2879.088,-35980,15540,-382200,39799,-1200.702,-57.59,-134.826,-3996,2201,760,46.135,-52430,-101500,-432810,-20578,swipe left
18000000,1024.656,7.008,-172.647,-80,-22,1011,1014.398,2590,-2870,-4690,6077,10.258,2.317,-8.024,22,7,1040,-7.12,1330,-1330,-2660,3235,swipe left
18000000,2541.751,52.423,-7.76,-124,-16,1017,1024.656,2730,-1750,-9590,10123,1517.095,45.415,164.887,-44,6,1039,10.258,140,1120,-4900,4046,swipe left
18000000,2995.667,70.56,135.014,1996,-272,1550,2541.751,-2450,15750,21700,26924,453.916,18.137,142.774,2120,-256,1566,1517.095,-5180,17500,31290,16801,swipe left
18000000,1461.307,26.215,-5.065,-1998,1997,997,2995.667,-32340,50610,-354620,22662,-1534.36,-44.345,-140.079,-3994,2269,1269,453.916,-29890,34860,-376320,-4262,swipe left
19000000,1014.46,5.947,177.273,-189,10,988,1005.964,-4060,-2730,-6020,7757,8.496,-4.897,0.302,-46,8,986,13.605,-3920,-1330,-1820,3328,swipe left
19000000,2826.788,45.024,-2.35,-105,5,1009,1014.46,980,-490,-10920,10974,1812.328,39.077,-179.623,84,-5,999,8.496,5040,2240,-4900,3217,swipe left
19000000,2831.408,93.888,135.014,1998,-82,1998,2826.788,-41230,46340,105630,46044,4.62,48.864,137.364,2103,-87,1993,1812.328,-42210,46830,116550,35070,swipe left
19000000,1508.97,33.795,-10.225,-1998,1997,-192,2831.408,80220,53200,-341180,33395,-1322.438,-60.093,-145.239,-3996,2079,-110,4.62,121450,6860,-446810,-12649,swipe left
