id,r,theta,phi,acc_x,acc_y,acc_z,abs_a,g_x,g_y,g_z,abs_g,delta_r,delta_theta,delta_phi,delta_acc_x,delta_acc_y,delta_acc_z,delta_abs_acc,delta_g_x,delta_g_y,delta_g_z,delta_abs_g,label
16000000,1311.757,35.267,11.576,742,152,1071,1311.757,-9870,-16310,-83860,55686,-909.445,-37.095,-97.791,1444,-1845,-926,-909.445,-65450,146300,-822710,-9120,swipe right
17000000,1051.016,6.133,-61.837,53,-99,1045,1051.016,350,-980,20720,20746,41.832,-0.707,8.22,12,14,1158,41.832,6860,2660,10360,7981,swipe right
17000000,2811.019,45.307,-178.967,-1998,-36,1977,2811.019,-21000,27510,-312690,13732,1760.003,39.174,-117.13,-2051,63,2076,1760.003,-21350,28490,-333410,-7014,swipe right
17000000,3012.133,52.803,123.663,-1330,1997,1821,3012.133,328300,-177590,983850,58934,201.114,7.496,302.63,668,2033,1857,201.114,349300,-205100,1296540,45202,swipe right
17000000,1119.008,15.367,-176.52,-296,-18,1079,1119.008,-2730,35140,-81550,59980,-1893.125,-37.436,-300.183,1034,-2015,-918,-1893.125,-331030,212730,-1065400,1046,swipe right
18000000,1374.044,23.716,177.199,-552,27,1258,1374.044,15890,-13300,60340,63798,409.768,14.564,233.094,-638,154,1385,409.768,13510,-10080,55720,57685,swipe right
18000000,2579.181,66.97,57.28,1283,1997,1009,2579.181,-186060,189280,-836710,41589,1205.137,43.254,-119.919,1835,1970,982,1205.137,-201950,202580,-897050,-22209,swipe right
18000000,2631.864,50.19,-171.208,-1998,-309,1685,2631.864,-25410,-39830,74480,59028,52.683,-16.78,-228.488,-3281,-2306,-312,52.683,160650,-229110,911190,17439,swipe right
18000000,1074.986,34.492,-10.793,598,-114,886,1074.986,10430,-13580,-17010,24135,-1556.878,-15.698,160.415,2596,195,1195,-1556.878,35840,26250,-91490,-34893,swipe right
19000000,673.71,11.147,97.943,-18,129,661,673.71,7070,25410,98140,41679,-340.397,-0.281,144.959,-155,276,808,-340.397,10010,30100,85610,27981,swipe right
19000000,3436.548,55.286,44.985,1998,1997,1957,3436.548,-149240,113260,-898170,65506,2762.838,44.139,-52.958,2016,1868,1828,2762.838,-156310,87850,-996310,23827,swipe right
19000000,2825.684,45.001,-179.369,-1998,-22,1998,2825.684,7140,-76860,256340,54306,-610.864,-10.285,-224.354,-3996,-2019,1,-610.864,156380,-190120,1154510,-11200,swipe right
19000000,1166.132,32.179,-7.308,616,-79,987,1166.132,2100,-2380,-4200,5264,-1659.552,-12.822,172.061,2614,-57,1009,-1659.552,-5040,74480,-260540,-49042,swipe right
