id,r,theta,phi,acc_x,acc_y,acc_z,abs_a,g_x,g_y,g_z,abs_g,delta_r,delta_theta,delta_phi,delta_acc_x,delta_acc_y,delta_acc_z,delta_abs_acc,delta_g_x,delta_g_y,delta_g_z,delta_abs_g,label
16000000,3438.838,54.478,135.55,-1998,1237,1393,2731.78,-85890,-17360,-574560,52822,707.058,-4.863,-12.687,-2006,1379,1535,1719.737,-88550,-12600,-617540,9498,swipe right
16000000,1231.333,21.834,-13.125,-1998,1960,1998,3438.838,161350,-511980,1706880,42965,-2207.505,-32.644,-148.675,0,723,761,707.058,247240,-494620,2281440,-9857,swipe right
17000000,1041.683,13.238,-30.757,86,-152,960,975.756,-840,-3500,3570,5069,65.927,2.928,29.742,61,15,1127,-36.428,4200,-1680,1400,-712,swipe right
17000000,2918.772,55.433,146.23,205,-122,1014,1041.683,13230,-4690,57820,59499,1877.089,42.195,176.987,119,30,1166,65.927,14070,-1190,54250,54430,swipe right
17000000,3460.06,54.728,135.014,-1998,1336,1656,2918.772,-162610,-9940,-424130,16390,541.288,-0.705,-11.216,-2203,1458,1778,1877.089,-175840,-5250,-481950,-43109,swipe right
17000000,1377.075,25.877,0.381,-1998,1997,1998,3460.06,535290,-729190,2289770,33184,-2082.985,-28.851,-134.633,0,661,662,541.288,697900,-719250,2713900,16794,swipe right
18000000,1040.647,4.798,-88.025,41,-99,1048,1053.463,2660,-2660,7350,8256,-12.816,-1.04,-20.522,-48,-9,1138,63.34,4060,-1890,5810,6037,swipe right
18000000,2756.405,46.482,-178.337,3,-87,1037,1040.647,2450,-840,32550,32652,1715.758,41.684,-90.312,-38,12,1136,-12.816,-210,1820,25200,24396,swipe right
18000000,2089.917,74.429,82.723,-1998,-58,1898,2756.405,-142800,20580,48160,40742,-666.488,27.947,261.06,-2001,29,1985,1715.758,-145250,21420,15610,8090,swipe right
18000000,1689.923,23.308,-173.215,255,1997,561,2089.917,7980,-232890,1709120,57229,-399.994,-51.121,-255.938,2253,2055,619,-666.488,150780,-253470,1660960,16487,swipe right
19000000,1202.938,6.989,150.983,98,-134,999,1012.699,-1050,-4410,11480,12342,190.239,-2.446,204.803,88,4,1137,-52.326,-280,-420,7770,6840,swipe right
19000000,2009.534,86.433,95.321,-128,71,1194,1202.938,-840,8540,186900,25406,806.596,79.444,-55.662,-226,205,1328,190.239,210,12950,175420,13064,swipe right
19000000,2416.308,55.919,176.705,-186,1997,125,2009.534,-329840,48580,-1316420,39687,406.774,-30.514,81.384,-58,1926,54,806.596,-329000,40040,-1503320,14281,swipe right
19000000,1077.925,19.194,-16.389,-1998,115,1354,2416.308,-102690,-39270,-47460,38143,-1338.383,-36.725,-193.094,-1812,-1882,-643,406.774,227150,-87850,1268960,-1544,swipe right
