id,r,theta,phi,acc_x,acc_y,acc_z,abs_a,g_x,g_y,g_z,abs_g,delta_r,delta_theta,delta_phi,delta_acc_x,delta_acc_y,delta_acc_z,delta_abs_acc,delta_g_x,delta_g_y,delta_g_z,delta_abs_g,label
14000000,3026.451,68.971,44.985,-810,-56,1652,1840.744,-3220,-13860,190750,47204,1185.707,42.798,221.03,-802,114,1822,829.323,-980,-11340,181160,37039,swipe right
14000000,1390.522,60.059,-159.143,1998,1997,1086,3026.451,-292880,-54250,-567560,53143,-1635.929,-8.912,-204.128,2808,2053,1142,1185.707,-289660,-40390,-758310,5939,swipe right
15000000,1159.724,41.094,-159.496,-238,-216,967,1019.013,-5740,700,30170,30719,140.711,22.709,-21.722,-171,-40,1143,-8.393,-4970,-1750,6160,6573,swipe right
15000000,2719.9,71.033,140.964,-714,-267,874,1159.724,1050,-140,30030,30048,1560.176,29.939,300.46,-476,-51,1090,140.711,6790,-840,-140,-671,swipe right
15000000,3460.06,54.728,135.014,-1998,1620,884,2719.9,-118440,18060,-741650,41930,740.16,-16.305,-5.95,-1284,1887,1151,1560.176,-119490,18200,-771680,11882,swipe right
15000000,1446.481,3.356,-67.067,-1998,1997,1998,3460.06,340200,-111790,1587250,43540,-2013.579,-51.372,-202.081,0,377,378,740.16,458640,-129850,2328900,1610,swipe right
16000000,1184.096,20.652,-7.567,45,-168,1020,1034.721,-6090,-350,9590,11365,149.375,10.976,67.437,53,12,1200,-12.889,-7070,-8680,-560,-1802,swipe right
16000000,3341.058,57.726,44.985,414,-55,1108,1184.096,7140,-3430,74550,36407,2156.962,37.074,52.552,369,113,1276,149.375,13230,-3080,64960,25042,swipe right
16000000,1572.916,16.129,-9.483,1998,1997,1784,3341.058,-159740,524230,-1465170,56751,-1768.142,-41.597,-54.468,1584,2052,1839,2156.962,-166880,527660,-1539720,20344,swipe right
16000000,819.178,24.57,-28.972,431,-72,1511,1572.916,94710,107870,-386610,50690,-753.738,8.441,-19.489,-1567,-2069,-486,-1768.142,254450,-416360,1078560,-6061,swipe right
17000000,1005.608,10.427,-90.629,106,-143,968,984.23,70,-6160,34090,34642,21.378,0.008,-37.178,111,36,1147,-13.963,2660,-4620,20790,21005,swipe right
17000000,2023.658,97.981,94.808,-2,-182,989,1005.608,-6230,980,14070,15418,1018.05,87.554,185.437,-108,-39,1132,21.378,-6300,7140,-20020,-19224,swipe right
17000000,2046.609,102.013,176.477,-168,1997,-281,2023.658,-235970,125370,-1111670,39237,22.951,4.032,81.669,-166,2179,-99,1018.05,-229740,124390,-1125740,23819,swipe right
17000000,997.125,37.317,-12.127,-1998,123,-426,2046.609,-178920,130900,-378000,55250,-1049.484,-64.696,-188.604,-1830,-1874,-2423,22.951,57050,5530,733670,16013,swipe right
18000000,1162.451,2.863,2.96,-11,-203,981,1001.843,420,0,10080,10088,160.608,-8.844,96.061,-32,-3,1181,9.258,-1960,1820,7350,6035,swipe right
18000000,3460.06,54.728,44.985,58,3,1161,1162.451,-13370,19320,119140,43144,2297.609,51.865,42.025,69,206,1364,160.608,-13790,19320,109060,33056,swipe right
18000000,1266.206,18.61,-58.355,1998,1997,1998,3460.06,172760,130060,-1302560,62947,-2193.854,-36.118,-103.34,1940,1994,1995,2297.609,186130,110740,-1421700,19803,swipe right
18000000,927.726,12.985,-86.149,212,-344,1200,1266.206,28770,22960,-22190,42979,-338.48,-5.625,-27.794,-1786,-2341,-797,-2193.854,-143990,-107100,1280370,-19968,swipe right
19000000,1040.227,19.261,-140.557,37,-188,1015,1032.926,3220,-4130,15050,15935,7.301,8.571,-61.691,60,21,1224,30.624,4410,490,8400,7751,swipe right
19000000,2077.462,54.716,-165.66,-265,-218,982,1040.227,4130,-26320,14770,30462,1037.235,35.455,-25.103,-302,-30,1170,7.301,910,-22190,-280,14527,swipe right
19000000,3276.524,59.56,44.985,-1643,-420,1200,2077.462,-25270,-42140,23100,54295,1199.062,4.844,210.645,-1378,-202,1418,1037.235,-29400,-15820,8330,23833,swipe right
19000000,604.868,33.049,-122.244,1998,1997,1660,3276.524,-137690,88900,-146580,33208,-2671.656,-26.511,-167.229,3641,2417,2080,1199.062,-112420,131040,-169680,-21087,swipe right
